City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,tegueste,28.5167,-16.3167,17.64,64,20,3.09,ES,1711554335
83,thetford-mines,46.0937,-71.3054,5.06,98,100,1.72,CA,1711554335
84,ushuaia,-54.8,-68.3,8.81,66,40,7.72,AR,1711554312
85,tebingtinggi,3.3285,99.1625,24.93,93,85,1.39,ID,1711554335
86,belmonte,-15.8631,-38.8828,29.57,63,46,3.98,BR,1711554336
87,sola,-13.8833,167.55,24.37,100,100,0.51,VU,1711554336
88,impfondo,1.6381,18.0667,32.33,47,69,1.47,CG,1711554336
89,suva,-18.1416,178.4415,22.71,100,75,0.0,FJ,1711554263
90,san andres,12.5847,-81.7006,30.01,70,40,3.09,CO,1711554336
91,gornopravdinsk,60.05,69.9,-1.42,96,100,5.73,RU,1711554336
92,kirakira,-10.4544,161.9205,25.87,83,100,1.57,SB,1711554336
93,laguna,38.421,-121.4238,11.83,84,75,3.09,US,1711554190
94,yuzhno-kurilsk,44.0306,145.8556,-3.12,89,14,3.0,RU,1711554337
95,macau,22.2006,113.5461,23.73,88,40,5.66,MO,1711554207
96,jutai,-5.1833,-68.9,25.52,88,100,1.56,BR,1711554337
97,hailey,43.5196,-114.3153,1.84,66,75,4.63,US,1711554321
98,mityana,0.4175,32.0228,21.77,81,52,1.47,UG,1711554337
99,dakhla,23.6848,-15.958,21.01,43,0,11.32,EH,1711554337
100,ilula,-7.6766,36.0366,19.15,97,97,1.72,TZ,1711554338
101,hermanus,-34.4187,19.2345,18.78,74,99,7.13,ZA,1711554338
102,callao,-12.0667,-77.15,24.16,78,40,5.14,PE,1711554255
103,kutum,14.2,24.6667,31.22,8,14,4.1,SD,1711554338
104,georgetown,5.4112,100.3354,30.97,66,20,2.06,MY,1711554245
105,bikenibeu village,1.3673,173.1241,27.98,89,75,4.12,KI,1711554338
106,aykhal,66.0,111.5,-31.0,100,10,2.67,RU,1711554338
107,belyy yar,53.6039,91.3903,-1.06,74,100,0.0,RU,1711554338
108,vernon,50.2581,-119.2691,4.61,75,100,3.6,CA,1711554082
109,thompson,55.7435,-97.8558,-12.91,43,75,6.17,CA,1711554339
110,sur,22.5667,59.5289,24.72,64,100,3.08,OM,1711554339
111,iskateley,67.6803,53.1512,-14.43,95,16,3.13,RU,1711554339
112,todos santos,23.45,-110.2167,21.28,35,0,0.39,MX,1711554339
113,kaga bandoro,6.9896,19.1874,39.21,17,59,3.08,CF,1711554340
114,novouzensk,50.4592,48.1431,2.15,86,100,11.29,RU,1711554340
115,whitecourt,54.1502,-115.6855,0.58,64,40,3.6,CA,1711554302
116,shache,38.4167,77.2406,16.55,19,54,1.56,CN,1711554340
117,arkadelphia,34.1209,-93.0538,10.8,66,0,3.6,US,1711554341
118,tual,-5.6667,132.75,28.84,76,100,3.57,ID,1711554341
119,puerto deseado,-47.7503,-65.8938,13.52,56,100,4.07,AR,1711554081
120,pimentel,-6.8367,-79.9342,27.16,61,0,6.17,PE,1711554341
121,hafar al-batin,28.4328,45.9708,27.32,21,0,4.12,SA,1711554341
122,carloforte,39.145,8.3058,13.99,73,56,9.38,IT,1711554341
123,melipilla,-33.7,-71.2167,28.01,60,14,2.06,CL,1711554341
124,utrik,11.2278,169.8474,26.46,79,93,8.5,MH,1711554342
125,lata,40.1629,-8.3327,16.94,59,81,9.28,PT,1711554342
126,tafresh,34.692,50.013,8.23,53,6,10.76,IR,1711554342
127,berezovyy,51.6667,135.7,-4.12,90,57,1.08,RU,1711554342
128,lodwar,3.1191,35.5973,34.09,33,29,9.18,KE,1711554342
129,belle fourche,44.6714,-103.8522,5.28,68,67,0.76,US,1711554328
130,sittwe,20.15,92.9,25.51,78,0,2.34,MM,1711554342
131,el nido,11.1858,119.3956,27.64,85,6,2.52,PH,1711554342
132,kourou,5.1552,-52.6478,32.03,68,81,3.91,GF,1711554343
133,vyerkhnyadzvinsk,55.7815,27.9443,8.85,53,100,6.01,BY,1711554343
134,alice springs,-23.7,133.8833,18.75,88,50,0.0,AU,1711554069
135,bredasdorp,-34.5322,20.0403,18.73,70,100,5.8,ZA,1711554343
136,ancud,-41.8697,-73.8203,16.17,59,17,0.22,CL,1711554343
137,kinablangan,7.6947,126.5503,25.67,85,76,1.69,PH,1711554343
138,touros,-5.1989,-35.4608,27.33,81,100,2.59,BR,1711554152
139,kodiak,57.79,-152.4072,-1.27,80,100,6.17,US,1711554343
140,el calafate,-50.3408,-72.2768,10.27,53,11,2.87,AR,1711554216
141,keflavik,64.0049,-22.5624,4.95,52,20,6.69,IS,1711554344
142,port alfred,-33.5906,26.891,19.54,93,100,0.45,ZA,1711554344
143,charters towers,-20.1,146.2667,24.05,91,77,3.7,AU,1711554344
144,penzance,50.1186,-5.5371,7.62,76,40,8.75,GB,1711554136
145,vorkuta,67.5,64.0,-23.46,100,21,1.47,RU,1711554344
146,nova vicosa,-17.8919,-39.3719,29.06,63,63,4.55,BR,1711554344
147,ust-nera,64.5667,143.2,-12.34,97,100,1.76,RU,1711554345
148,geraldton,-28.7667,114.6,20.23,88,0,3.6,AU,1711554226
149,haiku-pauwela,20.9219,-156.3051,22.25,85,0,3.6,US,1711554345
150,silao,20.9333,-101.4333,18.21,19,0,0.0,MX,1711554103
151,dudinka,69.4058,86.1778,-26.29,99,86,2.24,RU,1711554345
152,utete,-7.986,38.758,25.6,95,100,1.48,TZ,1711554345
153,tura,25.5198,90.2201,19.66,76,54,2.92,IN,1711554345
154,nuku'alofa,-21.1333,-175.2,25.19,100,75,0.51,TO,1711554345
155,chonchi,-42.6128,-73.8092,15.56,48,18,1.18,CL,1711554346
156,colac,-38.3333,143.5833,11.21,83,39,1.83,AU,1711554346
157,paradip garh,20.3167,86.6167,26.61,77,0,7.32,IN,1711554346
158,rumphi,-11.0186,33.8575,20.75,95,96,1.88,MW,1711554346
159,hamilton,39.1834,-84.5333,7.35,76,100,4.12,US,1711554046
160,yerofey pavlovich,53.9667,121.9667,-1.44,95,100,4.23,RU,1711554346
161,amga,60.8953,131.9608,-6.59,98,100,1.82,RU,1711554347
162,kushima,31.4583,131.2333,10.83,74,100,1.7,JP,1711554347
163,kotabumi,-4.8333,104.9,24.41,95,100,0.97,ID,1711554347
164,changping,40.2186,116.2197,8.8,15,5,5.52,CN,1711554347
165,sao joao da barra,-21.6403,-41.0511,27.05,74,100,4.01,BR,1711554347
166,lumphat,13.4878,106.9816,29.33,54,4,2.86,KH,1711554347
167,silver city,32.7701,-108.2803,5.35,79,0,5.14,US,1711554334
168,kapuskasing,49.4169,-82.4331,2.05,64,100,9.77,CA,1711554347
169,constantia,44.1833,28.65,10.39,75,64,6.32,RO,1711554223
170,ruginoasa,47.25,26.85,9.86,68,84,8.76,RO,1711554348
171,oriximina,-1.7656,-55.8661,32.95,55,13,2.59,BR,1711554348
172,hami,42.8,93.45,14.66,29,54,2.4,CN,1711554348
173,enewetak,11.3474,162.3373,27.02,71,100,8.0,MH,1711554348
174,port douglas,-16.4833,145.4667,26.58,87,100,1.62,AU,1711554348
175,tobol'sk,58.2,68.2667,2.56,89,100,5.36,RU,1711554264
176,latakia,35.5148,35.7768,20.1,81,92,2.22,SY,1711554349
177,ilhabela,-23.7781,-45.3581,23.94,83,100,1.85,BR,1711554108
178,papatowai,-46.5619,169.4708,7.46,83,100,7.72,NZ,1711554349
179,saipan,15.1355,145.701,26.39,1,0,2.57,MP,1711554349
180,cudillero,43.5622,-6.1459,14.81,54,40,10.29,ES,1711554349
181,vila velha,-20.3297,-40.2925,28.97,80,75,5.66,BR,1711554349
182,baiyin,36.5583,104.2081,7.58,48,63,2.52,CN,1711554349
183,panacan,9.2463,118.4082,26.99,82,45,2.0,PH,1711554349
184,huarmey,-10.0681,-78.1522,25.49,73,69,4.16,PE,1711554350
185,afaahiti,-17.75,-149.2833,24.93,79,100,7.96,PF,1711554350
186,anadyr,64.75,177.4833,-16.72,84,75,3.0,RU,1711554350
187,talnakh,69.4865,88.3972,-24.48,92,98,2.13,RU,1711554186
188,rio segundo,-31.6526,-63.9099,28.81,33,37,4.73,AR,1711554350
189,llorente,11.4119,125.5458,26.28,90,67,2.78,PH,1711554350
190,atafu village,-8.5421,-172.5159,28.86,74,100,2.78,TK,1711554350
191,pacific grove,36.6177,-121.9166,11.48,86,0,1.54,US,1711554183
192,wanganui,-39.9333,175.05,14.33,68,57,7.04,NZ,1711554351
193,road town,18.4167,-64.6167,25.02,83,75,4.63,VG,1711554060
194,tofol,5.3248,163.0078,27.78,80,72,7.09,FM,1711554351
195,queenstown,-31.8976,26.8753,16.73,91,100,2.62,ZA,1711554351
196,hithadhoo,-0.6,73.0833,28.37,74,80,1.6,MV,1711554351
197,codrington,-38.2667,141.9667,13.1,89,78,1.74,AU,1711554351
198,al qunaytirah,33.1259,35.8246,15.18,49,99,1.98,SY,1711554352
199,turpan,42.9333,89.1667,19.52,27,23,1.05,CN,1711554352
200,praia,14.9215,-23.5087,26.3,53,20,10.8,CV,1711554352
201,carnarvon,-24.8667,113.6333,26.46,56,0,8.33,AU,1711554352
202,wailua homesteads,22.0669,-159.378,20.42,91,75,8.23,US,1711554352
203,parnu,58.3859,24.4971,12.05,40,94,5.14,EE,1711554084
204,naze,28.3667,129.4833,17.51,63,100,4.29,JP,1711554352
205,port mathurin,-19.6833,63.4167,25.05,65,40,6.17,MU,1711554353
206,oktyabr'skiy,54.4815,53.471,3.27,98,100,5.81,RU,1711554353
207,flying fish cove,-10.4217,105.6791,25.82,83,40,4.12,CX,1711554353
208,horta,38.5333,-28.6333,15.8,69,40,12.86,PT,1711554353
209,salym,60.0625,71.4789,-1.87,97,100,5.06,RU,1711554353
210,sanctuary point,-35.1114,150.629,20.97,90,100,1.93,AU,1711554353
211,tornio,65.8481,24.1466,2.01,89,99,5.16,FI,1711554353
212,tolanaro,-25.0319,46.9987,24.04,83,40,6.17,MG,1711554354
213,kirensk,57.7853,108.1119,-20.02,99,96,0.45,RU,1711554354
214,paita,-5.0892,-81.1144,25.43,67,93,4.03,PE,1711554063
215,klyuchi,52.2667,79.1667,3.49,87,100,3.07,RU,1711554354
216,alibag,18.6411,72.8792,28.04,78,55,2.01,IN,1711554354
217,barcelos,41.5388,-8.6151,15.08,91,100,10.65,PT,1711554171
218,lazaro cardenas,17.9583,-102.2,25.64,37,0,1.29,MX,1711554354
219,nuuk,64.1835,-51.7216,-4.66,93,100,3.6,GL,1711554180
220,goronyo,13.4423,5.6763,40.55,7,59,0.99,NG,1711554355
221,san antonio de pale,-1.4014,5.6325,29.49,70,97,1.81,GQ,1711554355
222,new norfolk,-42.7826,147.0587,11.62,97,31,1.35,AU,1711554355
223,cockburn town,21.4612,-71.1419,22.85,61,0,1.79,TC,1711554355
224,new kingman-butler,35.265,-114.0323,13.44,34,0,2.57,US,1711554355
225,bilibino,68.0546,166.4372,-26.78,100,99,1.29,RU,1711554355
226,namtsy,62.7161,129.6658,-20.61,98,100,1.02,RU,1711554355
227,hadibu,12.65,54.0333,27.36,75,95,5.3,YE,1711554356
228,quatre cocos,-20.2078,57.7625,24.06,72,99,6.23,MU,1711554356
229,lethem,3.3803,-59.7968,32.03,58,40,6.17,GY,1711554356
230,cold lake,54.4502,-110.2017,-8.03,67,100,7.2,CA,1711554356
231,moree,-29.4667,149.85,21.36,76,90,2.75,AU,1711554356
232,kidal,18.4411,1.4078,35.67,13,96,3.79,ML,1711554356
233,boyolangu,-8.1181,111.8935,25.05,88,79,1.43,ID,1711554357
234,dawei,14.0833,98.2,26.34,65,80,0.87,MM,1711554357
235,rymarov,49.9318,17.2718,12.73,72,96,6.58,CZ,1711554357
236,hawaiian paradise park,19.5933,-154.9731,20.02,91,0,2.57,US,1711554357
237,sretensk,52.2453,117.7093,-0.81,98,100,1.08,RU,1711554357
238,al jawf,29.5,38.75,23.17,22,18,3.99,SA,1711554357
239,songea,-10.6833,35.65,19.87,96,92,1.71,TZ,1711554358
240,bandarban,22.1965,92.2262,26.84,80,50,1.19,BD,1711554358
241,suwon,37.2911,127.0089,10.71,76,75,0.51,KR,1711554354
242,natal,-5.795,-35.2094,29.36,79,75,1.54,BR,1711554090
243,borgo,46.0514,11.4544,10.11,83,100,0.57,IT,1711554358
244,mournies,35.4764,24.0092,27.22,36,20,4.12,GR,1711554358
245,konganapuram,11.5833,77.9167,29.39,46,3,2.55,IN,1711554358
246,swakopmund,-22.6833,14.5333,18.32,77,45,3.58,NA,1711554358
247,thinadhoo,0.5333,72.9333,28.96,71,87,2.61,MV,1711554359
248,mamfe,5.754,9.3123,38.75,32,100,2.15,CM,1711554359
249,remire-montjoly,4.9167,-52.2667,32.02,66,75,3.6,GF,1711554359
250,mashhad,36.297,59.6062,19.08,34,20,2.06,IR,1711554359
251,colonia,50.9333,6.95,10.72,78,20,1.54,DE,1711554359
252,kokuy,52.2037,117.5529,-0.33,97,100,1.71,RU,1711554359
253,nabire,-3.3667,135.4833,24.73,91,100,1.43,ID,1711554359
254,chingola,-12.529,27.8838,20.04,93,100,1.76,ZM,1711554360
255,mogocha,53.7333,119.7667,-2.86,98,100,1.12,RU,1711554360
256,sao pedro,-22.5486,-47.9139,21.43,88,100,0.93,BR,1711554360
257,rongelap,11.1635,166.8941,26.99,74,11,7.94,MH,1711554360
258,newman,37.3138,-121.0208,11.19,88,93,0.89,US,1711554360
259,pisco,-13.7,-76.2167,26.03,69,0,2.06,PE,1711554360
260,ati,13.2154,18.3353,39.25,8,57,3.67,TD,1711554360
261,susuman,62.7833,148.1667,-19.1,99,99,0.25,RU,1711554361
262,san julian,21.0167,-102.1667,19.2,14,0,0.54,MX,1711554361
263,portland,45.5234,-122.6762,9.82,95,100,6.17,US,1711554237
264,lib,8.3122,167.3766,27.45,78,48,7.75,MH,1711554361
265,toormina,-30.3526,153.0903,20.59,94,40,0.0,AU,1711554361
266,wenchang,30.904,118.4887,13.03,94,100,1.09,CN,1711554361
267,boysun,38.2061,67.1986,14.21,61,86,0.74,UZ,1711554361
268,antonio enes,-16.2325,39.9086,27.49,78,52,3.39,MZ,1711554362
269,usogorsk,63.4106,48.6872,-3.52,90,100,1.28,RU,1711554362
270,aasiaat,68.7098,-52.8699,-8.54,82,100,4.87,GL,1711554362
271,dundaga,57.5167,22.35,9.23,63,87,4.76,LV,1711554362
272,mont-dore,-22.2833,166.5833,23.99,90,77,3.94,NC,1711554362
273,kolonia town,6.964,158.206,27.0,83,100,2.06,FM,1711554362
274,weno,7.4515,151.8468,27.97,83,75,4.12,FM,1711554363
275,gallup,35.5281,-108.7426,-0.58,86,0,2.57,US,1711554363
276,hotan,37.0997,79.9269,16.62,17,98,4.38,CN,1711554363
277,gadzhiyevo,69.2551,33.3362,-9.12,86,68,2.84,RU,1711554363
278,loudun,47.0079,0.083,11.1,82,100,7.02,FR,1711554363
279,dodola,6.9833,39.1833,15.54,73,98,1.97,ET,1711554363
280,jeddah,21.5169,39.2192,28.92,42,0,3.6,SA,1711554337
281,fortuna,40.5982,-124.1573,11.31,95,100,6.17,US,1711554364
282,jaffa,32.0504,34.7522,27.09,34,0,5.66,IL,1711554364
283,zhangjiakou,40.81,114.8794,3.92,24,0,9.13,CN,1711554289
284,awjilah,29.1081,21.2869,36.81,6,74,5.9,LY,1711554364
285,manta,-0.95,-80.7333,29.88,83,40,6.26,EC,1711554327
286,yaren,-0.5472,166.916,27.96,81,88,6.28,NR,1711554344
287,jose maria morelos,23.3952,-103.8984,17.0,11,0,1.36,MX,1711554365
288,kupang,-10.1667,123.5833,26.32,100,20,0.51,ID,1711554365
289,guasdualito,7.2424,-70.7324,30.98,74,40,3.09,VE,1711554365
290,harstad,68.799,16.5293,-1.03,70,59,6.26,NO,1711554365
291,aghajari,30.7006,49.8315,22.12,46,0,4.12,IR,1711554365
292,akrehamn,59.2667,5.1833,10.14,57,75,8.23,NO,1711554365
293,aweil,8.7682,27.4002,35.96,9,95,1.51,SS,1711554365
294,zambezi,-13.5432,23.1047,26.29,59,99,0.81,ZM,1711554366
295,balcesti,44.6167,23.95,13.98,75,92,5.56,RO,1711554366
296,good hope,33.7647,-117.267,13.23,84,0,0.0,US,1711554180
297,broome,42.2506,-75.833,11.22,74,75,3.13,US,1711554366
298,porto novo,6.4965,2.6036,32.9,59,80,5.63,BJ,1711554366
299,nadym,65.5333,72.5167,-23.01,100,27,2.4,RU,1711554367
300,arraial do cabo,-22.9661,-42.0278,26.98,69,75,3.6,BR,1711554367
301,akureyri,65.6835,-18.0878,-0.04,64,75,3.6,IS,1711554367
302,ribeira brava,32.65,-17.0667,20.95,71,43,6.98,PT,1711554367
303,kerikeri,-35.2268,173.9474,12.17,90,43,1.83,NZ,1711554367
304,sibolga,1.7427,98.7792,25.38,93,100,1.72,ID,1711554367
305,acapulco de juarez,16.8634,-99.8901,22.9,60,0,2.57,MX,1711554368
306,filey,54.21,-0.2892,10.58,73,38,3.13,GB,1711554368
307,malpica,43.3228,-8.8105,10.13,57,96,11.25,ES,1711554368
308,kavieng,-2.5744,150.7967,28.09,77,86,2.42,PG,1711554368
309,mariehamn,60.0973,19.9348,5.92,75,0,4.12,AX,1711554368
310,bayganin,48.6947,55.8742,5.53,83,99,9.6,KZ,1711554368
311,luderitz,-26.6481,15.1594,20.78,66,0,11.02,NA,1711554368
312,dourados,-22.2211,-54.8056,30.3,47,55,4.53,BR,1711554303
313,porto velho,-8.7619,-63.9039,27.03,83,75,2.06,BR,1711554359
314,kabalo,-6.05,26.9167,25.19,92,99,1.24,CD,1711554369
315,brokopondo,4.75,-55.1667,32.06,56,71,1.62,SR,1711554369
316,petropavlovsk-kamchatsky,53.0452,158.6483,-6.42,80,0,4.0,RU,1711554369
317,xilin hot,43.9667,116.0333,-4.11,63,77,11.0,CN,1711554369
318,namdrik,5.5994,168.1028,27.71,80,100,6.7,MH,1711554369
319,kismayo,-0.3582,42.5454,28.71,71,99,6.87,SO,1711554370
320,terrace,54.5163,-128.6035,2.9,80,40,9.26,CA,1711554370
321,langsa,4.4683,97.9683,24.86,91,97,1.39,ID,1711554370
322,fort mcmurray,56.7268,-111.381,-7.23,79,100,7.2,CA,1711554134
323,upata,8.0086,-62.3989,37.52,27,78,0.33,VE,1711554363
324,labuan,5.2767,115.2417,28.2,89,20,2.06,MY,1711554370
325,klaksvik,62.2266,-6.589,5.51,66,88,17.17,FO,1711554371
326,whangarei,-35.7317,174.3239,13.27,97,50,1.66,NZ,1711554371
327,papao,-17.75,-149.55,25.82,80,97,8.57,PF,1711554371
328,ulladulla,-35.35,150.4667,19.87,92,100,2.15,AU,1711554371
329,pitimbu,-7.4706,-34.8086,29.33,77,72,5.34,BR,1711554371
330,pajan,-1.5667,-80.4167,29.3,66,55,1.91,EC,1711554372
331,midvagur,62.0511,-7.1939,5.46,52,75,6.17,FO,1711554372
332,gizo,-8.103,156.8419,28.01,78,100,2.06,SB,1711554372
333,sinabang,2.4803,96.3801,27.12,82,99,2.08,ID,1711554372
334,lengshuitan,26.4111,111.5956,21.79,87,99,1.32,CN,1711554372
335,znamenskoye,57.1281,73.8282,1.02,99,100,3.44,RU,1711554372
336,tvoroyri,61.5556,-6.8111,5.21,67,100,18.09,FO,1711554372
337,lerwick,60.1545,-1.1494,7.0,93,98,12.13,GB,1711554373
338,solleftea,63.1667,17.2667,0.92,98,100,2.78,SE,1711554373
339,udachny,66.4167,112.4,-32.09,100,27,1.99,RU,1711554373
340,nosy varika,-20.5833,48.5333,23.73,84,100,2.21,MG,1711554373
341,petoskey,45.3733,-84.9553,-0.83,76,100,7.6,US,1711554373
342,padang,-0.9492,100.3543,28.03,89,100,1.74,ID,1711554373
343,urangan,-25.3,152.9,22.89,97,99,4.02,AU,1711554373
344,cachoeira do sul,-30.0392,-52.8939,27.73,53,8,1.72,BR,1711554170
345,raymondville,26.4815,-97.7831,21.26,61,0,6.16,US,1711554374
346,bamboo flat,11.7,92.7167,29.05,70,93,2.57,IN,1711554374
347,muynoq,43.7683,59.0214,10.6,71,100,5.36,UZ,1711554374
348,severo-yeniseyskiy,60.3725,93.0408,-14.02,98,96,1.53,RU,1711554374
349,mikuni,36.2171,136.1519,2.95,74,100,2.49,JP,1711554374
350,asau,46.4333,26.4,8.51,85,91,2.95,RO,1711554374
351,mount pleasant,32.7941,-79.8626,22.08,91,75,5.14,US,1711554314
352,acarau,-2.8856,-40.12,26.15,84,100,7.2,BR,1711554375
353,east london,-33.0153,27.9116,19.52,94,40,6.17,ZA,1711554375
354,burntisland,56.0625,-3.2318,8.3,91,20,5.66,GB,1711554375
355,chelak,39.9203,66.8611,17.42,68,39,3.05,UZ,1711554375
356,puerto baquerizo moreno,-0.9,-89.6,28.55,79,40,0.0,EC,1711554375
357,pavilosta,56.8879,21.1859,12.95,66,78,5.65,LV,1711554375
358,orange walk,17.8333,-88.8333,35.2,47,24,0.25,BZ,1711554285
359,tinsukia,27.5,95.3667,21.16,62,26,0.27,IN,1711554376
360,leticia,-4.2153,-69.9406,29.03,79,40,2.06,CO,1711554376
361,antalaha,-14.9003,50.2788,24.88,93,100,4.57,MG,1711554376
362,savanna-la-mar,18.219,-78.1332,29.97,55,5,2.15,JM,1711554376
363,sovetskaya gavan',48.9723,140.2878,-1.05,89,30,1.67,RU,1711554376
364,ontario,34.0633,-117.6509,15.7,77,40,0.89,US,1711554376
365,fisterra,42.9049,-9.2629,10.42,78,99,17.13,ES,1711554376
366,qaqortoq,60.7167,-46.0333,-3.39,90,19,1.65,GL,1711554377
